checkpoint_name,train_mode,n_mem_tokens,num_samples,num_recovered_texts,avg_loss,avg_accuracy,overall_accuracy,avg_bleu,avg_bleu1,avg_bleu2,avg_bleu3,avg_bleu4,avg_rougeL,metric_source,checkpoint_path
gpt2_to_qwen1.5b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260423_061310,encoder_converter,16,1000,1000,0.925899,0.763133,0.763133,0.371068,0.684022,0.427189,0.303863,0.231032,0.595905,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260423_061310
gpt2_to_qwen1.5b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260410_075330,encoder_converter,32,1000,1000,0.412795,0.897437,0.897437,0.695140,0.842542,0.725292,0.654861,0.601861,0.811564,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260410_075330
gpt2_to_qwen1.5b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260417_031538,encoder_converter,8,1000,1000,1.568684,0.629461,0.629461,0.199851,0.544548,0.259117,0.145650,0.089526,0.407190,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260417_031538
gpt2_to_qwen1.5b_to_llama3b_converter_only_mem16_len128_100000samples_20260423_063031,converter_only,16,1000,1000,0.754675,0.809664,0.809664,0.467240,0.739391,0.517774,0.405406,0.330293,0.667408,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama3b_converter_only_mem16_len128_100000samples_20260423_063031
gpt2_to_qwen1.5b_to_llama3b_converter_only_mem32_len128_100000samples_20260410_081428,converter_only,32,1000,1000,0.358027,0.916523,0.916523,0.760617,0.876491,0.785028,0.728392,0.680735,0.857460,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama3b_converter_only_mem32_len128_100000samples_20260410_081428
gpt2_to_qwen1.5b_to_llama3b_converter_only_mem8_len128_100000samples_20260417_033225,converter_only,8,1000,1000,1.292531,0.680367,0.680367,0.250051,0.589097,0.310018,0.190567,0.127398,0.478638,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama3b_converter_only_mem8_len128_100000samples_20260417_033225
gpt2_to_qwen1.5b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260423_064715,encoder_converter,16,1000,1000,0.686544,0.827516,0.827516,0.512761,0.764398,0.559484,0.452835,0.376527,0.702239,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama3b_encoder_converter_mem16_len128_100000samples_20260423_064715
gpt2_to_qwen1.5b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260410_081428,encoder_converter,32,1000,1000,0.330878,0.924055,0.924055,0.784136,0.888361,0.805426,0.754435,0.709866,0.868702,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama3b_encoder_converter_mem32_len128_100000samples_20260410_081428
gpt2_to_qwen1.5b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260417_034834,encoder_converter,8,1000,1000,1.225906,0.697352,0.697352,0.256695,0.619481,0.319917,0.197053,0.129713,0.484496,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260417_034834
gpt2_to_qwen1.5b_to_llama8b_converter_only_mem16_len128_100000samples_20260423_071223,converter_only,16,1000,1000,0.527303,0.857633,0.857633,0.569673,0.792316,0.613091,0.513441,0.441490,0.737578,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama8b_converter_only_mem16_len128_100000samples_20260423_071223
gpt2_to_qwen1.5b_to_llama8b_converter_only_mem32_len128_100000samples_20260410_084026,converter_only,32,1000,1000,0.227954,0.942250,0.942250,0.808006,0.895799,0.826588,0.780574,0.746117,0.880688,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama8b_converter_only_mem32_len128_100000samples_20260410_084026
gpt2_to_qwen1.5b_to_llama8b_converter_only_mem8_len128_100000samples_20260417_041059,converter_only,8,1000,1000,0.988406,0.740773,0.740773,0.332849,0.660004,0.393560,0.267601,0.189992,0.544534,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama8b_converter_only_mem8_len128_100000samples_20260417_041059
gpt2_to_qwen1.5b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260423_073944,encoder_converter,16,1000,1000,0.465075,0.875008,0.875008,0.571658,0.809021,0.616263,0.510910,0.437928,0.752769,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260423_073944
gpt2_to_qwen1.5b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260410_084026,encoder_converter,32,1000,1000,0.199174,0.949859,0.949859,0.830562,0.909028,0.846666,0.807148,0.774998,0.892316,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260410_084026
gpt2_to_qwen1.5b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260417_043351,encoder_converter,8,1000,1000,0.916509,0.758523,0.758523,0.350804,0.672904,0.412320,0.285876,0.210956,0.568200,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260417_043351
gpt2_to_qwen1.5b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260423_102602,converter_only,16,1000,1000,0.444572,0.871836,0.871836,0.550627,0.789650,0.603433,0.491107,0.413983,0.746218,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260423_102602
gpt2_to_qwen1.5b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260410_103903,converter_only,32,1000,1000,0.144464,0.958875,0.958875,0.853294,0.933381,0.873933,0.829502,0.792579,0.925933,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260410_103903
gpt2_to_qwen1.5b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260417_070512,converter_only,8,1000,1000,0.907103,0.753852,0.753852,0.308262,0.643910,0.367568,0.246193,0.175478,0.526958,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260417_070512
gpt2_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260423_105014,encoder_converter,16,1000,1000,0.382602,0.890430,0.890430,0.605031,0.821092,0.648905,0.549739,0.477806,0.776659,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260423_105014
gpt2_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260410_103903,encoder_converter,32,1000,1000,0.118426,0.967180,0.967180,0.873746,0.940375,0.891214,0.854148,0.819952,0.939049,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260410_103903
gpt2_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem8_len128_100000samples_20260417_072839,encoder_converter,8,1000,1000,0.835403,0.774188,0.774188,0.329335,0.645926,0.388830,0.266808,0.193643,0.537701,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_mistral7binstruct_encoder_converter_mem8_len128_100000samples_20260417_072839
gpt2_to_qwen1.5b_to_qwen1.5b_converter_only_mem16_len128_100000samples_20260423_081112,converter_only,16,1000,1000,0.760599,0.798219,0.798219,0.393487,0.702809,0.447091,0.325186,0.252390,0.611911,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen1.5b_converter_only_mem16_len128_100000samples_20260423_081112
gpt2_to_qwen1.5b_to_qwen1.5b_converter_only_mem32_len128_100000samples_20260410_091551,converter_only,32,1000,1000,0.326406,0.916961,0.916961,0.695987,0.848893,0.724625,0.653462,0.602246,0.825812,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen1.5b_converter_only_mem32_len128_100000samples_20260410_091551
gpt2_to_qwen1.5b_to_qwen1.5b_converter_only_mem8_len128_100000samples_20260417_050402,converter_only,8,1000,1000,1.346669,0.660227,0.660227,0.205436,0.572461,0.264711,0.149833,0.093674,0.431714,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen1.5b_converter_only_mem8_len128_100000samples_20260417_050402
gpt2_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem16_len128_100000samples_20260423_083134,encoder_converter,16,1000,1000,0.741045,0.802789,0.802789,0.414086,0.728557,0.468884,0.346015,0.272512,0.629531,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem16_len128_100000samples_20260423_083134
gpt2_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem32_len128_100000samples_20260410_091551,encoder_converter,32,1000,1000,0.316268,0.919891,0.919891,0.722574,0.865028,0.749292,0.684393,0.633121,0.846249,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem32_len128_100000samples_20260410_091551
gpt2_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem8_len128_100000samples_20260417_051703,encoder_converter,8,1000,1000,1.312464,0.666617,0.666617,0.226346,0.591619,0.281525,0.166652,0.107724,0.442526,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen1.5b_encoder_converter_mem8_len128_100000samples_20260417_051703
gpt2_to_qwen1.5b_to_qwen3b_converter_only_mem16_len128_100000samples_20260423_085344,converter_only,16,1000,1000,1.426078,0.644492,0.644492,0.162070,0.513075,0.219380,0.115378,0.069707,0.378375,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen3b_converter_only_mem16_len128_100000samples_20260423_085344
gpt2_to_qwen1.5b_to_qwen3b_converter_only_mem32_len128_100000samples_20260520_083912,converter_only,32,1000,1000,2.385539,0.480203,0.480203,0.038449,0.321672,0.078067,0.022300,0.009382,0.167234,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen3b_converter_only_mem32_len128_100000samples_20260520_083912
gpt2_to_qwen1.5b_to_qwen3b_converter_only_mem8_len128_100000samples_20260417_053559,converter_only,8,1000,1000,2.562133,0.457953,0.457953,0.034903,0.308465,0.066217,0.017789,0.007468,0.156675,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen3b_converter_only_mem8_len128_100000samples_20260417_053559
gpt2_to_qwen1.5b_to_qwen3b_encoder_converter_mem16_len128_100000samples_20260423_090953,encoder_converter,16,1000,1000,2.571809,0.461430,0.461430,0.031703,0.304225,0.064654,0.017862,0.006422,0.153161,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen3b_encoder_converter_mem16_len128_100000samples_20260423_090953
gpt2_to_qwen1.5b_to_qwen3b_encoder_converter_mem32_len128_100000samples_20260520_085634,encoder_converter,32,1000,1000,1.025289,0.738297,0.738297,0.292536,0.598545,0.350962,0.238404,0.170115,0.498166,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen3b_encoder_converter_mem32_len128_100000samples_20260520_085634
gpt2_to_qwen1.5b_to_qwen3b_encoder_converter_mem8_len128_100000samples_20260417_055153,encoder_converter,8,1000,1000,2.599881,0.457367,0.457367,0.033182,0.303450,0.061830,0.017799,0.006904,0.148712,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen3b_encoder_converter_mem8_len128_100000samples_20260417_055153
gpt2_to_qwen1.5b_to_qwen7b_converter_only_mem16_len128_100000samples_20260423_093341,converter_only,16,1000,1000,0.744131,0.801242,0.801242,0.422408,0.705766,0.480356,0.362970,0.286609,0.638309,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen7b_converter_only_mem16_len128_100000samples_20260423_093341
gpt2_to_qwen1.5b_to_qwen7b_converter_only_mem32_len128_100000samples_20260410_100659,converter_only,32,1000,1000,0.330185,0.913742,0.913742,0.718198,0.852495,0.746615,0.680016,0.626608,0.833581,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen7b_converter_only_mem32_len128_100000samples_20260410_100659
gpt2_to_qwen1.5b_to_qwen7b_converter_only_mem8_len128_100000samples_20260417_061515,converter_only,8,1000,1000,1.297039,0.672484,0.672484,0.213877,0.556322,0.269657,0.160096,0.100567,0.425466,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen7b_converter_only_mem8_len128_100000samples_20260417_061515
gpt2_to_qwen1.5b_to_qwen7b_encoder_converter_mem16_len128_100000samples_20260423_095540,encoder_converter,16,1000,1000,0.675114,0.821242,0.821242,0.487965,0.744187,0.537162,0.426053,0.351275,0.682912,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen7b_encoder_converter_mem16_len128_100000samples_20260423_095540
gpt2_to_qwen1.5b_to_qwen7b_encoder_converter_mem32_len128_100000samples_20260410_100659,encoder_converter,32,1000,1000,0.319242,0.918117,0.918117,0.740120,0.859579,0.764433,0.706564,0.656984,0.845245,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen7b_encoder_converter_mem32_len128_100000samples_20260410_100659
gpt2_to_qwen1.5b_to_qwen7b_encoder_converter_mem8_len128_100000samples_20260417_063656,encoder_converter,8,1000,1000,1.284592,0.677438,0.677438,0.220737,0.565510,0.276098,0.165228,0.109477,0.432614,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen1.5b_to_qwen7b_encoder_converter_mem8_len128_100000samples_20260417_063656
gpt2_to_qwen3b_to_llama1b_converter_only_mem16_len128_100000samples_20260423_112205,converter_only,16,1000,1000,2.321797,0.507336,0.507336,0.049274,0.338701,0.088764,0.028667,0.011517,0.191490,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen3b_to_llama1b_converter_only_mem16_len128_100000samples_20260423_112205
gpt2_to_qwen3b_to_llama1b_converter_only_mem32_len128_100000samples_20260410_111454,converter_only,32,1000,1000,1.791199,0.599008,0.599008,0.084045,0.389168,0.129322,0.056817,0.028095,0.235313,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen3b_to_llama1b_converter_only_mem32_len128_100000samples_20260410_111454
gpt2_to_qwen3b_to_llama1b_converter_only_mem8_len128_100000samples_20260417_075927,converter_only,8,1000,1000,2.988930,0.412203,0.412203,0.023542,0.263076,0.051707,0.011659,0.004555,0.153071,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/gpt2_to_qwen3b_to_llama1b_converter_only_mem8_len128_100000samples_20260417_075927
